,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,name,slug,season_end_year
4249,6,11,7,2,0,2016-04-08,5,12.0,Location.AWAY,6,4,0,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,3,-18,16,1801,1,Team.NEW_YORK_KNICKS,3,Jerian Grant,grantje02,2016
4250,1,16,6,4,0,2016-04-10,2,13.4,Location.HOME,7,4,1,1,Team.TORONTO_RAPTORS,Outcome.LOSS,1,-4,19,2303,3,Team.NEW_YORK_KNICKS,1,Jerian Grant,grantje02,2016
4251,6,11,3,4,1,2016-04-12,6,15.6,Location.AWAY,7,2,2,0,Team.INDIANA_PACERS,Outcome.LOSS,2,-14,18,2315,2,Team.NEW_YORK_KNICKS,5,Jerian Grant,grantje02,2016
4252,2,9,0,5,0,2015-10-28,8,0.9,Location.AWAY,2,0,0,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1,-4,4,1751,1,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4253,2,6,0,5,0,2015-10-30,2,6.4,Location.HOME,3,0,2,2,Team.BROOKLYN_NETS,Outcome.WIN,0,20,8,1593,0,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4254,1,10,2,5,1,2015-11-01,5,4.2,Location.AWAY,2,0,0,1,Team.BOSTON_CELTICS,Outcome.WIN,1,-6,4,1731,4,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4255,1,6,0,2,1,2015-11-02,3,3.3,Location.AWAY,2,0,0,2,Team.NEW_YORK_KNICKS,Outcome.WIN,0,7,4,1645,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4256,2,10,3,8,1,2015-11-04,3,4.4,Location.AWAY,3,3,3,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,2,-17,12,1755,0,Team.SAN_ANTONIO_SPURS,4,Danny Green,greenda02,2016
4257,4,7,3,3,1,2015-11-07,2,9.9,Location.HOME,2,3,1,1,Team.CHARLOTTE_HORNETS,Outcome.WIN,2,-3,8,1624,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4258,4,6,0,4,2,2015-11-09,1,2.9,Location.AWAY,2,0,1,0,Team.SACRAMENTO_KINGS,Outcome.WIN,3,21,5,1616,0,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4259,2,6,1,4,0,2015-11-11,4,9.8,Location.AWAY,4,0,3,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2,-3,11,1842,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4260,2,9,0,4,0,2015-11-14,5,-0.4,Location.HOME,1,0,1,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,1,9,3,1702,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4261,2,10,0,5,1,2015-11-16,1,8.0,Location.HOME,5,0,2,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1,2,12,1720,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4262,4,6,2,5,1,2015-11-18,3,7.6,Location.HOME,2,2,2,0,Team.DENVER_NUGGETS,Outcome.WIN,1,22,8,1659,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4263,3,8,0,4,1,2015-11-20,8,4.0,Location.AWAY,2,0,2,0,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1,-7,6,1952,0,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4264,2,10,0,7,0,2015-11-21,3,1.3,Location.HOME,4,0,1,0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,4,8,9,1702,1,Team.SAN_ANTONIO_SPURS,4,Danny Green,greenda02,2016
4265,4,15,0,9,0,2015-11-23,5,13.5,Location.HOME,7,0,4,1,Team.PHOENIX_SUNS,Outcome.WIN,2,9,18,2034,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4266,1,9,0,7,1,2015-11-25,6,3.3,Location.HOME,2,0,2,0,Team.DALLAS_MAVERICKS,Outcome.WIN,1,1,6,1531,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4267,0,9,0,6,0,2015-11-27,4,4.1,Location.AWAY,3,0,3,0,Team.DENVER_NUGGETS,Outcome.WIN,0,-6,9,1624,1,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4268,3,6,0,2,1,2015-11-28,0,3.0,Location.HOME,2,0,1,2,Team.ATLANTA_HAWKS,Outcome.WIN,2,9,5,1723,1,Team.SAN_ANTONIO_SPURS,3,Danny Green,greenda02,2016
4269,1,10,2,5,1,2015-11-30,2,6.8,Location.AWAY,3,2,1,2,Team.CHICAGO_BULLS,Outcome.LOSS,2,5,9,1990,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4270,2,5,0,4,0,2015-12-02,4,2.3,Location.HOME,1,0,0,0,Team.MILWAUKEE_BUCKS,Outcome.WIN,3,15,2,1236,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4271,2,5,2,3,0,2015-12-03,1,-1.9,Location.AWAY,0,2,0,1,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2,8,2,1480,0,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4272,0,6,2,2,0,2015-12-05,3,1.6,Location.HOME,2,2,0,1,Team.BOSTON_CELTICS,Outcome.WIN,4,-10,6,1732,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4273,1,3,0,3,0,2015-12-07,2,0.8,Location.AWAY,1,0,1,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,2,21,3,1118,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4274,1,11,0,7,0,2015-12-09,3,7.8,Location.AWAY,4,0,2,1,Team.TORONTO_RAPTORS,Outcome.LOSS,1,-11,10,1280,3,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4275,0,3,0,3,1,2015-12-11,1,4.3,Location.HOME,1,0,1,0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,-2,3,1090,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4276,2,8,0,3,0,2015-12-12,1,4.3,Location.AWAY,4,0,2,0,Team.ATLANTA_HAWKS,Outcome.WIN,1,2,10,1264,1,Team.SAN_ANTONIO_SPURS,4,Danny Green,greenda02,2016
4277,5,5,0,3,0,2015-12-14,6,6.5,Location.HOME,2,0,0,1,Team.UTAH_JAZZ,Outcome.WIN,2,42,4,1228,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4278,0,7,0,5,1,2015-12-16,4,4.8,Location.HOME,3,0,1,0,Team.WASHINGTON_WIZARDS,Outcome.WIN,1,10,7,1110,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4279,0,6,0,4,2,2015-12-18,3,8.6,Location.HOME,4,0,2,1,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2,-5,10,1476,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4280,2,7,0,5,1,2015-12-21,5,0.7,Location.HOME,1,0,1,0,Team.INDIANA_PACERS,Outcome.WIN,1,7,3,1544,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4281,0,5,0,4,0,2015-12-23,6,11.6,Location.AWAY,4,0,3,1,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,0,15,11,1298,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4282,0,6,0,2,1,2015-12-25,1,2.2,Location.AWAY,2,0,1,0,Team.HOUSTON_ROCKETS,Outcome.LOSS,1,-5,5,1341,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4283,1,6,2,1,1,2015-12-26,3,7.6,Location.HOME,3,2,0,1,Team.DENVER_NUGGETS,Outcome.WIN,1,21,8,1934,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4284,1,7,0,4,1,2015-12-28,0,4.3,Location.HOME,3,0,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1,-14,6,1278,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4285,1,6,0,3,1,2015-12-30,2,4.2,Location.HOME,3,0,1,0,Team.PHOENIX_SUNS,Outcome.WIN,2,9,7,1279,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4286,3,9,0,8,1,2016-01-02,4,19.3,Location.HOME,6,0,6,0,Team.HOUSTON_ROCKETS,Outcome.WIN,2,12,18,1925,3,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4287,1,7,0,5,1,2016-01-04,0,0.9,Location.AWAY,1,0,1,2,Team.MILWAUKEE_BUCKS,Outcome.WIN,1,-2,3,856,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4288,2,3,0,2,0,2016-01-06,0,5.3,Location.HOME,2,0,2,0,Team.UTAH_JAZZ,Outcome.WIN,2,7,6,661,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4289,3,9,0,3,3,2016-01-08,4,6.3,Location.HOME,3,0,2,0,Team.NEW_YORK_KNICKS,Outcome.WIN,5,8,8,2071,2,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4290,3,4,0,3,0,2016-01-11,1,-0.8,Location.AWAY,0,0,0,0,Team.BROOKLYN_NETS,Outcome.WIN,1,19,0,1186,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4291,5,3,0,3,0,2016-01-12,4,9.1,Location.AWAY,2,0,2,1,Team.DETROIT_PISTONS,Outcome.WIN,0,2,6,1608,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4292,0,7,3,4,0,2016-01-14,1,0.1,Location.HOME,1,2,1,1,Team.CLEVELAND_CAVALIERS,Outcome.WIN,0,1,5,1282,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4293,1,8,1,4,2,2016-01-17,7,2.6,Location.HOME,2,0,0,0,Team.DALLAS_MAVERICKS,Outcome.WIN,1,13,4,1681,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4294,1,1,2,0,1,2016-01-21,1,6.1,Location.AWAY,1,2,0,1,Team.PHOENIX_SUNS,Outcome.WIN,0,4,4,770,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4295,2,8,0,8,4,2016-01-22,4,15.1,Location.AWAY,4,0,4,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,20,12,1306,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4296,3,4,0,2,0,2016-01-25,3,4.5,Location.AWAY,1,0,1,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2,-13,3,1341,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4297,3,9,0,8,1,2016-01-27,5,21.3,Location.HOME,6,0,6,1,Team.HOUSTON_ROCKETS,Outcome.WIN,2,12,18,1684,3,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4298,1,4,0,3,0,2016-01-30,1,5.0,Location.AWAY,2,0,1,2,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1,-10,5,1401,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4299,2,9,0,7,0,2016-02-01,6,3.1,Location.HOME,3,0,2,0,Team.ORLANDO_MAGIC,Outcome.WIN,5,13,8,1508,1,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4300,1,12,0,8,1,2016-02-03,7,12.3,Location.HOME,6,0,4,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,3,9,16,2319,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4301,1,8,0,5,0,2016-02-05,4,4.1,Location.AWAY,3,0,2,0,Team.DALLAS_MAVERICKS,Outcome.WIN,1,20,8,1621,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4302,2,8,0,6,2,2016-02-06,4,10.3,Location.HOME,4,0,3,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1,11,11,1743,1,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4303,3,10,2,4,1,2016-02-09,5,16.9,Location.AWAY,6,1,2,2,Team.MIAMI_HEAT,Outcome.WIN,2,21,15,1880,3,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4304,2,11,2,8,1,2016-02-10,4,7.5,Location.AWAY,4,2,2,1,Team.ORLANDO_MAGIC,Outcome.WIN,1,7,12,2076,0,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4305,3,9,0,4,0,2016-02-18,4,3.5,Location.AWAY,2,0,0,1,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,0,-20,4,1697,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4306,2,4,0,0,2,2016-02-19,2,2.7,Location.AWAY,1,0,0,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,5,7,2,1166,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4307,2,5,4,2,2,2016-02-21,6,13.4,Location.AWAY,4,2,1,1,Team.PHOENIX_SUNS,Outcome.WIN,3,7,11,2035,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4308,1,9,0,7,1,2016-02-24,7,17.8,Location.AWAY,6,0,4,0,Team.SACRAMENTO_KINGS,Outcome.WIN,2,1,16,1753,3,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4309,1,5,0,3,1,2016-02-25,2,-4.1,Location.AWAY,0,0,0,0,Team.UTAH_JAZZ,Outcome.WIN,4,14,0,1671,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4310,3,8,2,6,1,2016-02-27,6,4.4,Location.AWAY,3,0,2,0,Team.HOUSTON_ROCKETS,Outcome.WIN,5,25,8,1866,0,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4311,3,3,0,2,2,2016-03-02,1,1.9,Location.HOME,0,0,0,0,Team.DETROIT_PISTONS,Outcome.WIN,2,9,0,1960,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4312,4,8,2,5,0,2016-03-03,3,9.9,Location.AWAY,4,2,1,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2,-4,11,2068,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4313,0,8,0,5,0,2016-03-07,2,1.1,Location.AWAY,2,0,0,1,Team.INDIANA_PACERS,Outcome.LOSS,1,-1,4,1673,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4314,3,11,0,5,2,2016-03-08,4,8.5,Location.AWAY,4,0,1,1,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2,34,9,1929,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4315,1,6,0,2,0,2016-03-10,1,3.5,Location.HOME,2,0,0,1,Team.CHICAGO_BULLS,Outcome.WIN,2,-1,4,1454,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4316,1,10,2,9,0,2016-03-12,3,0.5,Location.HOME,1,2,1,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,3,13,5,1780,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4317,1,5,0,5,0,2016-03-15,0,8.2,Location.HOME,4,0,4,0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,4,23,12,1566,1,Team.SAN_ANTONIO_SPURS,2,Danny Green,greenda02,2016
4318,3,3,2,2,3,2016-03-17,4,12.6,Location.HOME,2,2,1,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,3,15,7,1438,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4319,2,10,2,5,3,2016-03-19,3,9.3,Location.HOME,4,1,1,1,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,0,20,10,1912,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4320,1,7,2,5,1,2016-03-21,2,-0.6,Location.AWAY,0,2,0,1,Team.CHARLOTTE_HORNETS,Outcome.LOSS,1,2,2,1292,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4321,1,6,0,4,0,2016-03-23,2,7.6,Location.HOME,3,0,3,1,Team.MIAMI_HEAT,Outcome.WIN,1,18,9,1320,1,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4322,2,6,0,4,0,2016-03-26,1,0.8,Location.AWAY,1,0,0,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2,-23,2,1336,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4323,1,7,0,3,2,2016-03-28,7,7.1,Location.AWAY,3,0,0,0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1,28,6,1801,2,Team.SAN_ANTONIO_SPURS,1,Danny Green,greenda02,2016
4324,1,9,0,6,2,2016-03-30,4,14.6,Location.HOME,6,0,4,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2,13,16,1056,0,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4325,0,7,0,5,0,2016-04-02,2,0.7,Location.HOME,1,0,1,2,Team.TORONTO_RAPTORS,Outcome.WIN,2,-4,3,1098,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4326,1,4,0,2,0,2016-04-05,3,2.0,Location.AWAY,1,0,0,0,Team.UTAH_JAZZ,Outcome.WIN,3,-8,2,1584,2,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4327,1,7,0,6,2,2016-04-07,4,12.5,Location.AWAY,3,0,3,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2,-8,9,1716,4,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4328,2,7,0,6,0,2016-04-10,1,-3.9,Location.HOME,1,0,0,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2,-3,2,1498,1,Team.SAN_ANTONIO_SPURS,4,Danny Green,greenda02,2016
4329,1,4,0,4,1,2016-04-12,4,5.6,Location.HOME,2,0,2,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,5,2,6,1604,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4330,3,11,1,5,0,2016-04-13,2,8.8,Location.AWAY,5,0,2,0,Team.DALLAS_MAVERICKS,Outcome.WIN,2,21,12,1612,1,Team.SAN_ANTONIO_SPURS,0,Danny Green,greenda02,2016
4331,2,12,2,5,0,2015-10-27,5,5.8,Location.HOME,3,2,2,3,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,5,20,10,1766,1,Team.GOLDEN_STATE_WARRIORS,1,Draymond Green,greendr01,2016
4332,7,8,4,2,1,2015-10-30,6,12.1,Location.AWAY,3,2,1,1,Team.HOUSTON_ROCKETS,Outcome.WIN,2,15,9,1874,2,Team.GOLDEN_STATE_WARRIORS,1,Draymond Green,greendr01,2016
4333,4,12,6,5,1,2015-10-31,5,16.3,Location.AWAY,7,3,4,1,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,4,19,21,2231,1,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4334,8,7,0,4,3,2015-11-02,9,15.3,Location.HOME,4,0,3,0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2,41,11,1617,0,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4335,5,11,4,6,0,2015-11-04,3,5.9,Location.HOME,3,3,1,2,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,5,1,10,2350,2,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4336,8,9,0,3,1,2015-11-06,7,14.3,Location.HOME,5,0,2,2,Team.DENVER_NUGGETS,Outcome.WIN,3,18,12,1983,0,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4337,7,8,4,3,0,2015-11-07,5,10.6,Location.AWAY,3,4,0,4,Team.SACRAMENTO_KINGS,Outcome.WIN,3,10,10,2270,2,Team.GOLDEN_STATE_WARRIORS,5,Draymond Green,greendr01,2016
4338,9,10,0,1,2,2015-11-09,8,14.7,Location.HOME,3,0,0,2,Team.DETROIT_PISTONS,Outcome.WIN,0,7,6,1978,4,Team.GOLDEN_STATE_WARRIORS,1,Draymond Green,greendr01,2016
4339,4,7,0,4,2,2015-11-11,5,4.3,Location.AWAY,3,0,1,1,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,6,-5,7,1681,0,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4340,12,10,5,3,2,2015-11-12,8,30.2,Location.AWAY,8,5,2,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,3,34,23,2103,2,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4341,12,18,0,7,4,2015-11-14,8,17.6,Location.HOME,7,0,2,2,Team.BROOKLYN_NETS,Outcome.WIN,4,4,16,2521,2,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4342,5,6,2,4,1,2015-11-17,9,9.3,Location.HOME,3,2,1,0,Team.TORONTO_RAPTORS,Outcome.WIN,4,1,9,2109,1,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4343,9,9,2,3,1,2015-11-19,6,20.7,Location.AWAY,7,2,3,0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,4,7,19,1801,1,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4344,5,8,4,2,0,2015-11-20,8,7.8,Location.HOME,3,3,0,1,Team.CHICAGO_BULLS,Outcome.WIN,0,9,9,2108,0,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4345,4,7,0,5,1,2015-11-22,5,10.5,Location.AWAY,5,0,3,2,Team.DENVER_NUGGETS,Outcome.WIN,5,10,13,1876,0,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4346,5,11,2,5,2,2015-11-24,5,19.9,Location.HOME,7,2,2,2,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,36,18,1816,1,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4347,10,4,6,2,2,2015-11-27,8,19.6,Location.AWAY,4,4,2,2,Team.PHOENIX_SUNS,Outcome.WIN,4,23,14,1993,1,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4348,12,13,7,4,4,2015-11-28,9,16.4,Location.HOME,4,5,0,2,Team.SACRAMENTO_KINGS,Outcome.WIN,4,21,13,2143,1,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4349,8,21,7,4,0,2015-11-30,5,13.5,Location.AWAY,8,4,0,7,Team.UTAH_JAZZ,Outcome.WIN,2,10,20,2299,0,Team.GOLDEN_STATE_WARRIORS,5,Draymond Green,greendr01,2016
4350,9,9,2,4,3,2015-12-02,11,3.6,Location.AWAY,2,0,0,0,Team.CHARLOTTE_HORNETS,Outcome.WIN,2,19,4,1849,0,Team.GOLDEN_STATE_WARRIORS,5,Draymond Green,greendr01,2016
4351,6,12,9,2,1,2015-12-05,9,13.4,Location.AWAY,5,6,0,0,Team.TORONTO_RAPTORS,Outcome.WIN,4,11,16,2358,0,Team.GOLDEN_STATE_WARRIORS,1,Draymond Green,greendr01,2016
4352,7,10,9,2,0,2015-12-06,8,24.2,Location.AWAY,7,6,2,1,Team.BROOKLYN_NETS,Outcome.WIN,1,12,22,2062,1,Team.GOLDEN_STATE_WARRIORS,1,Draymond Green,greendr01,2016
4353,4,13,0,2,1,2015-12-08,8,2.5,Location.AWAY,4,0,0,1,Team.INDIANA_PACERS,Outcome.WIN,4,18,8,2139,1,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4354,8,20,9,9,5,2015-12-11,10,25.8,Location.AWAY,8,6,2,1,Team.BOSTON_CELTICS,Outcome.WIN,5,14,24,2978,5,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4355,5,14,6,2,1,2015-12-12,8,19.5,Location.AWAY,9,5,1,3,Team.MILWAUKEE_BUCKS,Outcome.LOSS,4,-1,24,2185,1,Team.GOLDEN_STATE_WARRIORS,6,Draymond Green,greendr01,2016
4356,10,14,4,3,1,2015-12-16,7,23.4,Location.HOME,5,4,2,4,Team.PHOENIX_SUNS,Outcome.WIN,1,39,16,1862,5,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4357,8,15,8,3,0,2015-12-18,7,18.6,Location.HOME,7,5,2,2,Team.MILWAUKEE_BUCKS,Outcome.WIN,4,15,21,2417,1,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4358,6,15,0,4,2,2015-12-23,7,14.0,Location.HOME,7,0,1,2,Team.UTAH_JAZZ,Outcome.WIN,1,23,15,2265,1,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4359,7,17,7,3,2,2015-12-25,14,18.5,Location.HOME,8,4,2,1,Team.CLEVELAND_CAVALIERS,Outcome.WIN,2,14,22,2323,0,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4360,4,14,8,7,0,2015-12-28,5,18.8,Location.HOME,7,6,5,3,Team.SACRAMENTO_KINGS,Outcome.WIN,2,24,25,1873,2,Team.GOLDEN_STATE_WARRIORS,6,Draymond Green,greendr01,2016
4361,4,15,4,4,0,2015-12-30,7,6.4,Location.AWAY,4,2,1,2,Team.DALLAS_MAVERICKS,Outcome.LOSS,3,-11,11,1857,2,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4362,16,7,4,2,2,2015-12-31,11,21.4,Location.AWAY,3,3,1,0,Team.HOUSTON_ROCKETS,Outcome.WIN,1,-4,10,2258,2,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4363,14,16,6,9,1,2016-01-02,13,37.6,Location.HOME,10,4,5,4,Team.DENVER_NUGGETS,Outcome.WIN,4,17,29,2630,4,Team.GOLDEN_STATE_WARRIORS,3,Draymond Green,greendr01,2016
4364,10,8,2,2,2,2016-01-04,13,20.9,Location.HOME,5,2,1,2,Team.CHARLOTTE_HORNETS,Outcome.WIN,3,5,13,2248,1,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4365,5,5,8,2,1,2016-01-05,11,10.1,Location.AWAY,2,4,1,1,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2,31,9,1661,0,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4366,10,6,4,2,1,2016-01-08,12,16.8,Location.AWAY,4,3,0,1,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,3,30,11,1991,0,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
4367,4,12,6,6,2,2016-01-09,9,22.7,Location.AWAY,8,4,5,0,Team.SACRAMENTO_KINGS,Outcome.WIN,3,9,25,2042,2,Team.GOLDEN_STATE_WARRIORS,4,Draymond Green,greendr01,2016
4368,6,14,11,2,0,2016-01-11,9,20.6,Location.HOME,8,6,0,3,Team.MIAMI_HEAT,Outcome.WIN,2,-7,22,2137,1,Team.GOLDEN_STATE_WARRIORS,2,Draymond Green,greendr01,2016
